first_name,last_name,state,salary,tenure,credit_score,age,loan_amount,interest_rate,checking_savings,existing_debt,DTI,Approvals
Alistair,Castellaccio,MD,43801.34,10,586,25,347367.44,3.6,7724.35,33415.3,0.76,Denied
Claudette,Basnall,VA,49374.65,29,749,19,451622.79,3.5,3224.82,48330.54,0.98,Denied
Matteo,Godthaab,OK,29356.92,26,596,18,13464.67,3.0,6183.8,18376.68,0.63,Denied
Bertie,Wichard,NJ,43462.21,20,378,62,225840.74,3.0,1545.49,67520.75,1.55,Denied
Cordie,Cockren,GA,38988.56,10,583,64,401500.48,2.9,774.69,19842.08,0.51,Denied
Elmore,Drewery,OH,39816.21,1,520,53,36078.55,3.0,5012.83,29290.08,0.74,Denied
Mychal,Mathon,NY,40351.38,29,499,37,105418.33,3.7,9326.51,58434.65,1.45,Denied
Guinna,Genever,ND,31822.89,28,477,31,225286.02,3.3,3796.34,58132.03,1.83,Denied
Georgetta,Hanne,NV,48435.56,22,494,64,262020.84,3.7,5451.75,27169.64,0.56,Denied
Cazzie,Pfeffer,TX,35611.03,15,547,80,193824.43,3.4,6581.45,35564.94,1.0,Denied
Jabez,Grimsdell,WA,50862.69,20,362,66,315091.99,3.7,4928.67,27246.4,0.54,Denied
Yetta,Klejin,FL,35021.68,30,777,19,53569.2,3.2,7062.75,57099.09,1.63,Denied
Gert,Stanney,NY,55352.81,9,779,65,296733.14,2.6,6220.14,47600.34,0.86,Denied
Clarie,Crecy,FL,29737.61,24,771,52,131261.97,3.7,3692.16,47187.59,1.59,Denied
Dian,Westwood,TX,46432.09,15,590,61,273540.61,2.9,-336.89,11168.98,0.24,Approved
Archie,Fetherstone,CO,43113.5,17,573,84,377644.97,2.6,8346.91,13000.56,0.3,Approved
Leela,Bulter,MN,57480.25,30,832,77,183350.75,3.1,654.06,8576.36,0.15,Approved
Ernesto,Aldins,WV,55611.33,18,437,65,392416.18,3.0,8472.67,18476.76,0.33,Approved
Diannne,Blencowe,OH,52273.53,10,801,62,469428.13,3.6,3943.57,32114.48,0.61,Denied
Randolf,Millgate,FL,56607.12,2,388,25,360358.37,3.8,6561.45,63160.47,1.12,Denied
Art,Funcheon,FL,48977.33,1,758,76,155785.01,3.7,7726.81,36998.4,0.76,Denied
Alley,Welbourn,MI,42326.15,18,765,26,297393.76,3.0,4910.98,30057.37,0.71,Denied
Conroy,Wisbey,CA,36068.3,9,372,24,374165.18,2.8,2527.36,10279.85,0.29,Approved
Geoff,Neylan,DC,43782.44,19,620,25,267502.42,3.9,9475.13,45602.6,1.04,Denied
Hugues,Brockman,FL,31533.59,11,390,73,274014.99,3.7,451.12,35472.11,1.12,Denied
Rica,Speller,VA,32447.2,30,453,58,303128.66,3.0,1189.4,39999.9,1.23,Denied
Valle,Schust,TX,33374.92,29,403,52,397342.2,3.6,98.45,70385.37,2.11,Denied
Annecorinne,Yablsley,FL,54822.24,11,435,80,462991.9,3.0,2632.29,730.88,0.01,Approved
Bunnie,Bladon,NY,29145.36,11,513,41,468937.65,2.9,3489.72,58659.15,2.01,Denied
Zoe,Wiltshire,CA,56808.28,19,789,27,371281.62,3.5,5687.34,81.51,0.0,Approved
Stearne,Riseley,CA,42394.88,4,670,42,135356.57,3.2,4714.23,38905.53,0.92,Denied
Falito,Applegate,CA,40045.74,21,493,76,21427.0,3.9,7750.9,69864.11,1.74,Denied
Denna,Averill,KY,28733.07,26,632,48,251013.4,3.9,622.29,48491.54,1.69,Denied
Gannon,Branston,NY,38612.55,30,596,68,150695.24,3.9,795.97,62068.39,1.61,Denied
Xerxes,Downer,TX,52360.63,2,372,47,141151.45,4.0,1846.26,47667.32,0.91,Denied
Anatollo,Pryer,TX,55369.93,2,419,40,280055.43,3.7,7958.54,18539.5,0.33,Approved
Percy,Jennrich,NV,45220.53,29,451,82,499752.05,3.8,8141.08,23880.53,0.53,Denied
Kathrine,Lettice,MD,41232.56,20,380,55,124920.8,3.5,2791.24,50083.13,1.21,Denied
Mord,Common,VA,43374.17,23,408,77,437736.05,2.6,4095.86,59566.12,1.37,Denied
Mason,McCabe,TX,48053.63,20,461,28,248969.56,3.7,7956.71,70400.85,1.47,Denied
Bastien,Chiommienti,CA,51848.59,10,495,59,467377.61,2.7,2699.85,39842.89,0.77,Denied
Linoel,Kemet,LA,27809.12,28,501,34,330033.41,3.0,5002.85,43396.57,1.56,Denied
Conrado,MacAndrew,NY,59567.26,28,652,64,65062.94,3.5,2763.46,7627.31,0.13,Approved
Thurstan,Golde,CA,45426.14,1,443,44,250664.54,3.0,4865.98,41038.21,0.9,Denied
Richart,Faraday,DC,33453.76,25,675,44,242316.42,3.4,5737.08,4830.26,0.14,Approved
Issi,Gallety,IN,27593.18,18,557,72,352004.96,2.6,5768.28,70850.29,2.57,Denied
Saidee,Colnett,OR,54261.76,5,720,62,264043.61,3.3,1577.4,53985.09,0.99,Denied
Terese,Sanzio,AZ,44339.81,9,726,65,82241.5,3.0,6631.22,54921.55,1.24,Denied
Gale,Rosettini,PA,49105.23,29,657,25,443716.03,2.6,8345.04,14135.39,0.29,Approved
Sherline,Spelwood,TX,52321.68,22,622,62,302832.33,3.6,2615.42,17019.08,0.33,Approved
Rowan,Furphy,MA,51551.17,6,760,64,257700.3,3.7,1846.34,1831.13,0.04,Approved
Lexi,Hatherley,FL,36422.66,28,350,19,89987.21,3.0,8385.95,44591.5,1.22,Denied
Karylin,Huffy,TX,29241.59,7,749,57,368660.65,2.6,4598.68,63200.49,2.16,Denied
Stephenie,Jinda,AR,41429.38,23,506,68,166434.27,2.8,7736.24,72410.96,1.75,Denied
Ettore,Crowdace,CA,43000.96,6,756,28,479151.34,2.8,3704.28,31111.94,0.72,Denied
Wyatan,Kilbourne,MN,28147.58,29,607,54,414081.91,3.4,223.65,71127.27,2.53,Denied
Cori,Barkworth,UT,27488.21,6,673,55,142892.14,3.1,5956.36,12858.08,0.47,Denied
Beatrix,Jurasz,AZ,57071.41,3,525,75,216777.6,3.0,1899.0,70052.71,1.23,Denied
Larry,Brunelli,CA,47103.12,26,565,78,330443.45,2.8,9924.6,32763.75,0.7,Denied
Illa,Prior,GA,29318.07,16,760,50,107525.84,3.3,4177.31,6484.58,0.22,Approved
Aleda,Brito,AK,30526.49,9,697,57,393434.06,2.8,1253.33,22464.87,0.74,Denied
Mollee,Pollastrino,MN,45879.22,16,749,40,350583.35,3.1,7509.7,2197.83,0.05,Approved
Rasla,Hunnisett,TX,41444.37,16,761,44,196511.13,2.6,6013.37,39620.69,0.96,Denied
Alic,Glendinning,NV,47383.13,25,827,42,381433.55,2.9,-794.87,64447.4,1.36,Denied
Ami,Pering,TN,32507.47,26,705,52,262956.5,2.5,3647.69,2854.89,0.09,Approved
Far,Kauschke,CO,43752.64,29,518,84,323142.33,2.5,3670.02,26182.75,0.6,Denied
Carlie,Blockley,CT,41860.49,22,703,37,375214.88,3.7,8968.82,27395.73,0.65,Denied
Laryssa,Roxburch,PA,38407.86,17,756,36,390997.04,3.9,4639.45,50358.7,1.31,Denied
Sammy,Crowden,GA,32048.65,18,475,60,106700.7,2.9,1628.12,35954.18,1.12,Denied
Darn,Coton,CA,57341.2,21,434,40,1710.91,3.9,2625.12,32680.92,0.57,Denied
Alexio,Skehan,AZ,32144.3,4,416,24,17064.69,3.5,7926.45,30596.97,0.95,Denied
Jeromy,Satterlee,GA,43836.47,8,512,31,120299.09,3.1,4322.31,42257.48,0.96,Denied
Briny,Jendrys,GA,56935.56,10,490,59,57516.7,3.4,4090.65,15648.79,0.27,Approved
Nick,Lamond,CA,59997.83,14,393,76,283368.98,3.6,5879.38,5942.6,0.1,Approved
Katrinka,Arnaudon,OH,48342.77,5,587,82,159341.72,2.7,-31.76,55375.48,1.15,Denied
Renato,Fitch,CA,57166.42,17,509,31,225960.48,3.6,9640.94,72189.95,1.26,Denied
Katy,Finlry,PA,37033.78,11,719,51,454835.4,3.4,7648.52,16891.1,0.46,Denied
Peri,Fotitt,TX,56359.2,15,827,79,137219.15,3.0,6298.67,42108.49,0.75,Denied
Lawry,Harroll,CA,44791.36,14,386,34,347139.44,3.0,4943.11,7983.04,0.18,Approved
Grover,Rosenblad,CA,45598.23,2,481,59,185334.95,3.1,2326.6,19578.99,0.43,Denied
Kerrill,Sappell,NH,50729.94,16,399,70,128373.29,3.0,542.34,4277.74,0.08,Approved
Jacquie,Dachey,NY,29155.15,6,644,79,39940.33,3.6,6948.27,64037.06,2.2,Denied
Saidee,Masedon,NM,35687.41,4,685,42,225127.23,3.2,923.83,56500.48,1.58,Denied
Maddy,Iacobini,FL,57783.79,15,703,24,53973.45,2.5,8267.3,6796.2,0.12,Approved
Miof mela,Burnham,OH,35990.62,17,700,45,446135.17,3.5,5149.27,52130.56,1.45,Denied
Nappy,Lampert,PA,30533.4,8,503,66,144830.84,2.6,8843.72,17021.88,0.56,Denied
Giorgia,McLucky,LA,50204.14,27,697,22,296115.72,3.2,801.79,31308.69,0.62,Denied
Alyce,Addicote,LA,48600.19,13,736,70,29937.98,3.7,-426.55,43830.18,0.9,Denied
Cthrine,Trudgeon,NY,53097.97,11,607,85,112818.25,4.0,5018.84,53440.6,1.01,Denied
Juieta,Verma,OK,39089.83,13,753,44,173601.42,3.5,8675.01,46211.96,1.18,Denied
Nikolos,Jeandillou,CA,52313.66,4,702,59,96604.82,3.3,3883.64,36906.53,0.71,Denied
Izzy,Blizard,MD,42206.56,22,843,81,212216.13,3.2,6451.14,34957.43,0.83,Denied
Patrizia,Winsome,UT,47100.59,25,810,39,181848.67,2.9,7942.5,40875.46,0.87,Denied
Paul,Olander,CA,44030.34,16,767,56,61413.56,3.4,1560.64,63950.46,1.45,Denied
Emmalynn,Dillet,MA,50051.45,7,816,66,199325.33,2.9,5005.47,62714.05,1.25,Denied
Phylys,Purveys,CA,54112.34,15,573,18,164533.51,2.8,2699.37,51179.8,0.95,Denied
Alida,Van der Velde,OK,36035.39,12,703,74,423670.97,3.8,3141.2,53770.45,1.49,Denied
Fayina,Amiranda,FL,44680.12,7,790,62,370267.9,3.4,3530.56,19732.34,0.44,Denied
Janey,Drinkeld,NV,34991.09,10,401,50,261286.98,2.7,3403.49,69384.0,1.98,Denied
Lanna,Barczynski,GA,51346.89,19,763,62,193938.24,2.7,2259.05,37214.53,0.72,Denied
Tomasina,Densham,VA,45628.64,29,433,43,336091.12,4.0,3043.59,59029.71,1.29,Denied
Alexandro,Matys,MA,32809.78,3,803,72,347117.82,3.3,-237.86,42404.3,1.29,Denied
Almire,Dolan,OK,59277.11,24,561,82,299183.47,3.7,-260.83,40299.69,0.68,Denied
Bartlett,Frearson,VT,58501.93,5,395,71,53971.97,2.8,1726.72,22793.88,0.39,Denied
Eduard,Lamplugh,CA,35751.83,28,473,80,41883.61,3.7,1156.41,68084.73,1.9,Denied
Holly,Vinnicombe,NY,26579.13,8,831,28,51109.83,2.7,2120.65,31846.16,1.2,Denied
Megen,Garr,CA,36548.36,7,805,48,244692.55,2.7,7485.35,21106.93,0.58,Denied
Dallis,Gill,VA,48103.28,6,485,83,459703.31,2.5,2337.3,30846.06,0.64,Denied
Hedi,Pirdue,OH,58231.31,1,499,52,375345.68,3.1,4110.66,61528.36,1.06,Denied
Lazaro,Ingyon,TX,46696.9,5,718,73,225351.63,3.2,-72.14,13521.81,0.29,Approved
Kristina,Searston,NY,51714.1,26,547,59,108314.22,3.3,3476.55,15829.51,0.31,Approved
Oran,Accombe,AZ,54027.1,20,839,42,434626.03,3.2,6779.01,50597.03,0.94,Denied
Devin,Seccombe,OK,26868.06,8,513,40,368143.06,3.3,183.5,26609.83,0.99,Denied
Cleveland,Goucher,OR,36105.39,18,784,65,330439.03,3.7,54.06,8511.57,0.24,Approved
Tomaso,Weatherall,WI,41316.19,18,664,81,495090.86,3.6,3435.22,14207.29,0.34,Approved
Bonnie,Blain,FL,45126.71,15,456,31,212819.09,3.9,9568.45,31809.47,0.7,Denied
Alana,Ales0,AL,33162.93,30,389,73,352353.9,3.9,5317.93,38005.69,1.15,Denied
Bronny,Bearns,AZ,41021.45,10,478,43,359493.6,3.4,9024.06,67257.76,1.64,Denied
Zahara,Taffe,LA,36243.41,28,474,22,302529.96,3.6,9201.38,21734.33,0.6,Denied
Gaston,MacWhirter,NE,30273.68,30,590,52,437320.52,2.9,5688.73,18723.57,0.62,Denied
Guglielmo,McPeake,DC,32904.81,29,568,36,357095.67,2.5,1692.36,68550.86,2.08,Denied
Adriana,Dewhirst,CO,59883.83,13,361,78,216710.74,3.1,-203.64,72528.72,1.21,Denied
Jayson,Halversen,IL,52874.59,16,849,28,6762.34,3.2,3276.54,72766.59,1.38,Denied
Ethelbert,Yanshinov,GA,47076.89,14,587,85,355243.36,3.7,4215.44,44149.72,0.94,Denied
Shurlock,Spray,TX,45721.04,15,762,56,369986.78,2.7,9029.49,33420.17,0.73,Denied
Lauri,Shurmer,FL,33747.88,3,532,81,196564.02,2.6,3153.4,72997.38,2.16,Denied
Maurice,O'Flynn,TX,51944.77,27,623,43,356187.41,2.5,564.95,44789.79,0.86,Denied
Guthry,Klaff,CO,26734.58,9,843,77,136423.35,3.9,2604.21,60717.77,2.27,Denied
Ajay,Camier,VA,55978.28,13,506,53,376011.79,3.1,4656.09,29142.93,0.52,Denied
Adi,Winterton,KY,36009.62,5,503,67,38856.53,4.0,7156.77,17365.29,0.48,Denied
Nettie,Orable,AL,32380.92,17,526,63,88951.94,2.8,6351.12,4655.36,0.14,Approved
Philip,Rodgman,MI,30800.83,14,464,29,161967.18,2.9,1198.99,38330.03,1.24,Denied
Alecia,Batchelder,FL,39147.14,22,541,68,470823.91,3.3,2447.77,14145.2,0.36,Approved
Jonas,Barrick,FL,48502.08,21,581,80,288747.77,3.0,2533.18,6056.98,0.12,Approved
Berti,Spawton,OR,44976.88,27,519,63,14401.31,3.0,7848.33,40186.99,0.89,Denied
Innis,Bertot,GA,53830.91,20,557,28,289133.32,3.2,9917.69,21595.13,0.4,Denied
Nickolaus,Dollimore,CA,30130.27,13,388,53,472369.39,3.1,323.59,59504.99,1.97,Denied
Leila,Whylie,TX,44713.29,4,778,53,461612.93,2.8,9223.93,71224.41,1.59,Denied
Louie,Skipsey,NM,51651.73,5,523,53,158629.61,3.4,6737.34,38972.78,0.75,Denied
Avictor,Peschet,GA,40482.08,5,444,31,466101.24,3.1,8278.05,22738.45,0.56,Denied
Fabe,Thayre,SC,39640.09,3,683,74,389017.99,3.0,1505.86,6376.77,0.16,Approved
Eddie,Standrin,NV,49249.01,8,646,61,484412.4,3.6,2571.74,64431.17,1.31,Denied
Catina,Peacher,IL,44659.26,18,360,19,390156.78,3.3,7306.11,66088.01,1.48,Denied
Dede,Chidley,CA,53571.07,17,463,51,162791.0,3.5,8438.42,26714.59,0.5,Denied
Eirena,Brecher,PA,51739.06,2,521,55,35146.94,3.4,4397.43,71547.64,1.38,Denied
Quinlan,Messer,TN,41523.92,16,667,60,318538.69,3.5,9392.93,14383.12,0.35,Approved
Goober,Gregor,KS,55197.38,20,831,22,31163.34,3.0,-826.52,74961.51,1.36,Denied
Ted,Attiwill,NJ,34894.56,25,423,18,169142.67,3.6,6790.55,23546.2,0.67,Denied
Chris,Rosewall,MA,34097.75,5,602,49,431154.77,3.4,9466.59,50751.0,1.49,Denied
Bryce,McCartney,TN,52456.14,6,769,35,152479.35,2.7,6970.91,26041.72,0.5,Denied
Basil,O'Sesnane,AL,37071.51,8,529,22,194097.31,3.6,5503.46,29633.39,0.8,Denied
Trixy,Southard,UT,42910.46,24,680,48,379368.13,3.3,2579.4,37642.05,0.88,Denied
Tammy,Willmot,FL,31309.71,6,409,24,1383.23,3.5,7647.73,27683.2,0.88,Denied
Barty,Legonidec,NV,36004.82,29,547,72,135960.85,3.5,9945.25,35038.29,0.97,Denied
Godfrey,Beckworth,TX,38676.27,3,845,27,202050.33,3.4,694.64,42919.14,1.11,Denied
Penn,Benge,HI,53517.33,13,636,52,317717.56,3.0,8830.56,29234.37,0.55,Denied
Lockwood,Kennally,CA,55263.34,4,576,49,285108.2,3.0,-838.0,14942.77,0.27,Approved
Delia,Accum,NC,58112.04,29,799,44,314685.04,3.1,7057.42,58473.84,1.01,Denied
Constantine,Tubb,TX,33066.45,28,554,49,2930.24,3.0,2606.27,25288.37,0.76,Denied
Ferne,Sconce,NC,41031.0,18,401,75,494753.55,2.7,6725.17,36952.94,0.9,Denied
Jdavie,Anthonies,GA,57050.18,16,847,79,6253.63,3.9,2966.15,40260.03,0.71,Denied
Michel,Gauthorpp,FL,56005.86,27,656,23,283138.63,2.6,1411.12,60448.01,1.08,Denied
Drusy,Adamsky,AL,34818.96,18,600,35,332578.39,3.8,-264.67,74579.56,2.14,Denied
Malory,Fernando,CA,51744.81,29,361,66,119501.99,3.3,1397.93,22028.34,0.43,Denied
Hildegaard,Broadey,IN,30969.04,1,476,70,79888.31,2.6,7724.62,18152.78,0.59,Denied
Ferdinande,Bogges,PA,40441.41,11,397,59,173225.02,3.9,8548.69,3522.76,0.09,Approved
Sibeal,Bernetti,NE,36150.25,21,353,39,237978.66,3.9,6158.47,18267.42,0.51,Denied
Dulcy,Wathall,CO,51865.01,21,623,30,300671.42,3.4,657.4,21253.45,0.41,Denied
Cristin,Cleve,TX,30383.4,11,420,27,326831.47,3.9,9515.93,65413.79,2.15,Denied
Alika,Thurske,TX,30435.27,7,369,78,191030.7,2.7,4435.97,16046.1,0.53,Denied
Thaine,Nottram,MN,36278.38,8,393,55,3759.24,3.7,6263.59,2897.18,0.08,Approved
Craig,Bellam,WA,56314.05,27,450,62,187528.02,3.8,6282.99,19181.71,0.34,Approved
Tam,Bruckshaw,FL,35603.73,18,471,61,374132.6,3.5,7649.93,52507.55,1.47,Denied
Carlos,Gurden,NV,51954.46,21,844,73,393856.62,2.6,6010.46,16117.19,0.31,Approved
Benedicta,Veillard,CA,36193.64,30,384,42,19986.33,3.4,3463.54,29957.2,0.83,Denied
Nedda,Milmoe,TX,40194.9,9,604,60,86303.99,3.7,6829.83,12709.6,0.32,Approved
Baily,Winter,OH,35607.12,25,513,23,367472.61,3.1,5912.08,54858.51,1.54,Denied
Franklin,Lehrmann,AZ,29021.65,7,519,67,89721.72,3.9,1579.92,68095.78,2.35,Denied
Marchelle,Leedes,OK,33384.51,14,672,78,461926.03,3.6,-965.61,54487.32,1.63,Denied
Bernelle,MacVicar,CA,48705.74,21,453,77,16655.48,3.6,1481.13,3241.87,0.07,Approved
Jareb,Stainton - Skinn,AZ,29774.72,30,571,78,336489.31,3.1,8191.44,60757.92,2.04,Denied
Francisca,Wrathall,CA,46652.92,24,478,43,145435.68,3.0,-796.71,61880.45,1.33,Denied
Franklyn,Gladbeck,NC,31984.82,16,678,20,460652.61,3.3,4902.36,51731.58,1.62,Denied
Chick,Niece,VA,35546.02,22,839,63,491384.64,2.7,3587.4,6247.2,0.18,Approved
Leanna,Frigout,HI,50054.15,20,369,52,267462.4,3.3,1674.61,64541.75,1.29,Denied
Francklin,Astlett,CO,46445.92,2,385,64,441534.91,3.4,796.63,69317.64,1.49,Denied
Zachariah,Filasov,FL,37138.31,14,787,70,471049.84,3.8,298.35,34126.96,0.92,Denied
Prudy,Aggs,IN,31510.71,14,748,24,267035.18,2.5,7761.01,15146.32,0.48,Denied
Holly,Megson,LA,52158.78,9,717,74,158668.63,2.5,-886.96,47866.88,0.92,Denied
Marsh,Jandak,PA,56137.11,11,579,56,270814.76,2.7,1905.22,34081.17,0.61,Denied
Westbrooke,Delort,FL,46404.58,7,499,74,55420.65,3.8,1636.19,11881.83,0.26,Approved
Rafaellle,Haggus,CA,48579.7,13,767,34,22384.56,3.6,2364.08,32989.55,0.68,Denied
Taber,Malkie,SC,28685.67,11,413,64,365285.94,3.0,5473.03,23249.88,0.81,Denied
Dukie,Fedorski,TX,41627.75,20,785,76,466214.22,2.8,3455.31,4359.22,0.1,Approved
Chrystal,Guthrum,CA,41990.96,5,849,19,271663.96,3.6,8804.44,26967.7,0.64,Denied
Ikey,Rippin,CA,58746.41,22,634,79,73430.9,3.4,3500.19,21063.79,0.36,Approved
Archer,Santino,NY,56360.52,16,375,41,273106.15,3.1,-19.03,42369.54,0.75,Denied
Amii,Genese,FL,41083.5,5,385,18,94517.02,2.6,7209.66,37208.31,0.91,Denied
Horatio,Masding,AZ,35930.16,30,587,72,124587.33,3.3,1013.19,56643.71,1.58,Denied
Pembroke,Pleasance,NY,43814.64,15,668,67,19764.45,2.8,5213.85,29321.08,0.67,Denied
Harli,Swafield,AL,31349.88,22,799,64,101725.68,3.3,9887.51,35255.95,1.12,Denied
Walt,Abramsky,DC,51743.56,15,773,49,85687.6,3.2,1936.48,68691.46,1.33,Denied
Georgianna,Reef,CA,52513.27,23,844,35,217624.14,3.3,4684.08,25910.01,0.49,Denied
Queenie,Cookley,TX,56723.9,10,536,80,283099.53,3.5,-12.72,54801.62,0.97,Denied
Austin,Syseland,IA,32094.9,11,391,57,195679.09,3.8,841.0,57707.42,1.8,Denied
Brantley,Foxcroft,TX,55694.47,16,415,33,233500.41,3.4,6488.98,13690.3,0.25,Approved
Killy,Stallworthy,MS,51833.64,21,522,25,208003.92,3.6,5549.47,52797.8,1.02,Denied
Neale,Kinnie,NY,32350.7,21,746,29,220317.44,3.6,9629.29,5760.46,0.18,Approved
Doria,McIntosh,NH,27144.11,13,830,60,41593.24,3.9,-168.89,22376.57,0.82,Denied
Warner,Trematick,CA,36221.47,13,673,35,82146.05,2.5,-410.46,72571.04,2.0,Denied
Marvin,Pennick,CA,38017.62,3,447,69,438756.71,2.7,9779.81,18432.21,0.48,Denied
Wain,Jagson,OK,33940.36,6,616,27,174913.68,2.6,1095.42,48142.25,1.42,Denied
Martie,Haynes,NC,45284.3,23,430,69,294801.03,3.6,3768.86,70221.17,1.55,Denied
Rand,Petrakov,CA,27785.36,21,848,55,457327.98,3.2,9797.9,57337.91,2.06,Denied
Imojean,Green,TX,33706.52,14,442,72,289788.31,3.0,-964.58,59031.27,1.75,Denied
Clea,Hughland,PA,30620.95,21,733,83,167369.64,3.3,7106.04,53407.99,1.74,Denied
Briana,Della,MS,37588.99,17,646,47,169073.97,3.3,357.46,13048.6,0.35,Approved
Benedicto,Bentson,NM,51684.35,29,689,22,133479.95,2.5,2637.37,4045.47,0.08,Approved
Edy,Kingswood,DC,38043.28,28,672,67,113687.06,3.3,7871.55,48645.92,1.28,Denied
Manny,Ray,MO,57813.56,18,623,27,96932.93,4.0,3938.89,43281.84,0.75,Denied
Allen,Pudden,LA,42324.09,19,573,51,260982.72,3.6,3273.42,18831.89,0.44,Denied
Phyllys,Rizzo,NJ,41652.89,21,808,47,251188.32,3.0,8677.02,59998.04,1.44,Denied
Gerek,Likly,CA,46297.6,4,837,59,163573.27,3.2,5254.72,42932.79,0.93,Denied
Kane,Boyfield,ND,51046.95,1,469,29,372996.29,3.8,-938.75,42926.07,0.84,Denied
Lorette,Truscott,CO,49754.61,15,648,28,240108.32,3.5,1089.35,6519.2,0.13,Approved
Pauline,Campanelli,FL,43157.44,23,660,57,24955.05,3.9,2374.37,67480.06,1.56,Denied
Gardy,Offell,WV,46571.58,25,413,74,458718.53,3.6,3833.19,37942.31,0.81,Denied
Israel,Fortye,VA,38236.74,6,562,24,171770.6,3.4,5419.9,64756.87,1.69,Denied
Donnamarie,Filchakov,FL,39309.1,5,507,40,354685.18,2.9,9624.22,61293.47,1.56,Denied
Zahara,Sergent,OK,51306.24,9,665,24,23837.73,3.5,2196.48,28519.67,0.56,Denied
Gleda,Leney,OK,53274.29,11,409,20,242902.44,2.6,5914.01,38575.83,0.72,Denied
Davide,Latter,TX,43390.0,18,394,25,307077.89,2.8,4408.26,51451.99,1.19,Denied
Ly,Flowers,VA,59380.6,28,647,35,299952.53,2.8,5996.95,64093.21,1.08,Denied
Andriana,Olivazzi,VA,34972.16,16,559,25,76209.84,2.8,4430.98,23580.73,0.67,Denied
Joelynn,Gladden,NJ,46817.37,13,753,82,132031.83,3.5,625.25,71107.4,1.52,Denied
Clari,Eltone,NE,32158.0,24,605,72,308743.68,3.2,1955.79,55576.55,1.73,Denied
Delinda,Morais,MN,42665.32,14,388,61,160310.9,2.8,6149.78,1305.72,0.03,Approved
Wallace,Fleming,NM,50913.25,14,651,54,478640.22,2.7,5401.55,74676.01,1.47,Denied
Bernetta,Readwood,CA,52481.65,2,602,28,201736.33,2.6,6533.5,33308.8,0.63,Denied
Jolie,Hendriksen,MD,40559.92,17,663,79,411669.01,3.5,8287.17,48071.5,1.19,Denied
Merrel,Kitchinghan,IA,35301.27,7,443,76,45311.19,3.3,1517.87,8399.87,0.24,Approved
Kesley,Crapper,MA,36872.65,10,548,35,407698.24,3.6,868.84,11964.56,0.32,Approved
Bernelle,Royans,WV,40837.17,14,362,71,334196.56,2.8,916.66,246.47,0.01,Approved
Culver,Claridge,AZ,37482.81,28,422,22,413366.58,3.1,1116.86,3481.58,0.09,Approved
Nari,Ousbie,OH,59121.17,6,652,48,472120.85,3.5,1814.57,21343.53,0.36,Approved
Calhoun,Chasle,CA,26875.99,1,403,31,253584.73,2.6,6964.37,71441.85,2.66,Denied
Hervey,Alchin,FL,47282.08,9,502,37,87740.52,3.2,5790.28,25994.73,0.55,Denied
Flossie,Beckitt,WI,48241.51,20,362,51,109551.39,3.8,5007.84,9775.18,0.2,Approved
Elias,Lucy,TX,47810.02,30,429,81,233758.13,2.7,-753.82,26099.73,0.55,Denied
Kata,Gobel,NY,48003.78,1,417,78,446821.81,3.8,7843.57,69610.49,1.45,Denied
Daisy,Poley,FL,58311.25,16,581,54,132152.91,3.0,-477.44,706.11,0.01,Approved
Bryant,Curro,VA,31655.2,18,746,81,221478.73,3.2,3367.5,24636.21,0.78,Denied
Aubrey,Langstone,TX,29773.32,19,849,39,3459.49,3.7,7843.53,61567.93,2.07,Denied
Ellary,Climer,FL,46153.03,30,802,82,72444.19,3.4,9773.87,18208.72,0.39,Denied
Bradney,Fawcus,CA,51426.37,22,785,78,336772.04,2.8,2953.59,71057.44,1.38,Denied
Ailey,Esberger,CO,50954.72,4,441,21,437059.91,3.1,1382.98,19561.25,0.38,Denied
Rocky,Lammers,CA,57644.06,10,664,34,56811.16,3.2,29.87,18473.7,0.32,Approved
Renee,Caslett,KY,36079.88,14,364,30,294063.91,3.3,3479.54,25999.26,0.72,Denied
Betsey,Bellworthy,MS,49947.56,29,733,73,161639.1,3.0,9947.42,41310.82,0.83,Denied
Jourdain,O'Shevlin,CA,38719.79,27,420,36,242399.8,3.7,7376.81,65552.47,1.69,Denied
Reidar,Lagneaux,MI,56883.79,5,531,83,467234.75,2.9,1044.82,8095.3,0.14,Approved
Archibald,Ludmann,DC,59821.15,18,416,78,38431.17,3.4,9823.39,53177.52,0.89,Denied
Gonzalo,Connechy,NY,33625.1,6,527,63,377738.79,3.6,2835.52,22390.61,0.67,Denied
Jeth,Buckby,OH,58597.57,22,698,45,405570.85,3.0,7909.7,17106.2,0.29,Approved
Carita,Rowth,NJ,28462.14,17,616,38,97295.21,3.3,2823.31,58154.49,2.04,Denied
Melodee,Whitley,TN,41733.14,25,429,68,117895.23,3.3,855.69,11147.67,0.27,Approved
Rosella,Roizin,KS,35930.89,20,413,41,290171.98,3.3,5172.25,58340.64,1.62,Denied
Joaquin,Bony,WI,51553.8,8,654,37,271560.2,3.3,6396.74,19885.89,0.39,Denied
Jeanne,Lorent,KY,28907.12,16,512,36,364002.46,3.7,3769.29,42474.84,1.47,Denied
Hamlin,Archley,CT,31965.31,25,358,85,251322.46,2.9,-620.09,7854.27,0.25,Approved
Ethelbert,Arrowsmith,CA,46730.3,13,620,83,1650.09,3.5,779.49,67617.99,1.45,Denied
Delano,Georgot,CA,27928.13,18,787,64,163629.12,3.8,-904.69,28745.19,1.03,Denied
